,DATE,AUTHOR,TEXT,FAVORITE,YEAR,MANUFACTURER,MODEL,LABEL
18476,08/18/2007,Lazy Labradors,"Surprised at the fit and finish of an American assembled MB. Quite a departure from my '98 ML320 that my mechanic often cursed 'this is not a Mercedes!' Why choose the GL450/550 when 1) gas version comes at a $2500 premium over the diesel (not the case usually with diesel vehicles) 2) gas version requires premium unleaded fuel (premium still costs more than diesel) 3) the diesel gets 18/24 gas gets 13/18 ( GL550 will fare worse); average economy for both cars at 12k miles/year and factoring price differences for premium vs. diesel you'd save ~$600/yr in fuel savings on top of the $2500; Not noisy, not slow, no smoke or smell; 0-60 who cares?? it's an SUV","400lb-ft torque! rear 3/4 windows open, 7 speed auto surprisingly doesn't hunt, leather stitching & leather covered dash; solidity and drive smoothness give impression of an S-class not an SUV, backup camera, 3rd row seats, hitch, zero wait time to start, push button close rear door",2007,mercedes-benz,gl-class,4
7662,08/21/2008,Andy,"So my 1999 Chevy Blazer goes down with a broken crankshaft, which is funny cause I just about replaced everything else on it. Well I really can't complain 200,000 miles later. So a friend turns me on to the Ridgeline. Since the first test drive I still wonder why people buy Chevy and Ford. The Ridgeline offers a comfortable smooth car-like ride while keeping the power and durability of a truck. A wider wheelbase and higher elevation makes driving easier with better sight of the road and amazing handling. No blind spots and sweet take off power.","Fold up rear seats, in-bed trunk , Very roomy interior, Dual action tailgate and the color is amazing. Love the radio and the dash display is cool too.",2008,honda,ridgeline,4
21136,11/13/2008,mack,This is a very smooth riding car and is easy to drive.,"Xenon headlights, Bose sound system is great and interior quietness.",2007,nissan,maxima,4
8313,07/02/2008,John,"This auto has some great features for the price and is fun to own and drive. We had to select between a CRV and this vehicle and the value proposition made the final decision easy. The two cars were actually very similar, but the Saturn Vue XE had more features for the money. We also looked at the HHR, but this Vue had a larger-car feel from the inside. While the car is a German design, and built in Mexico it actually had a good US part content. This was our first American brand vehicle since about 1994. The ownership experience is making me think I will trade my Acura MDX in the future for another American branded car.","OnStar with hands free calling. Nice MPG for a small SUV. Good fit and finish. Drives like a bigger ca.r XM radio with input for iPod/MP3. Attractive and practical interior design. While some owners don't know it, the console slides forward to make it a better arm rest. Adequate performance for a 4 cylinder",2008,saturn,vue,4
5846,07/04/2008,Pat Evans,"We purchased this car thinking we would never have another new car since we are retired and getting old and wont be driving that many years. The wind noise in this car is so bad we can't talk. We have taken it back to dealer any number of times. First they said Nissan was working on the problems and to come back in a month, we did that, after 3 trips to dealership we are getting that is a characteristic of this car and nothing can be done about it. We are very unhappy with the way we have been treated. I am really not just an old woman trying to grip, we do have a problem and can not get any one to help us. All I can say don't buy a Nissan Rouge, it is a waste of good money.",Easy parking.,2008,nissan,rogue,1
9903,12/03/2008,J. Stiles,"Great car. Love to drive it when I can get it away from my wife. Excellent mileage. Good performance for a 2.0 litre. Styling turns heads and gets compliments. The toys inside rock. It's a total 21st century rig. Lots of room for the size of the vehicle. Overall, we love this car.","Mileage, driveability, and styling",2008,ford,focus,5
11658,11/26/2008,billddrummer,"Bought this vehicle seeking reasonable price point and good fuel economy. The car delivers both with excellent results! I have daily multi-destination commutes and put nearly 600 miles/week on this vehicle among 3 drivers. We routinely get 30+ miles/gallon in mixed driving, and the car is comfortable for all of us, ranging from 5'5"" to over 6 feet. Seats are wide enough for middle-aged spread, and pickup in lower gears is exceptional. No complaints from this happy owner! Check this out before buying a Honda or Toyota Corolla.","Dashboard layout, ergonomics, lumbar support for driver's seat, folding rear seats, additional cupholders in door pockets, safety features (side curtain airbags a rarity at this price point). Since the crash testing, I think the company added an extra bulkhead for rear crash protection.",2008,kia,spectra,4
14395,08/11/2008,Karl,"Let me start by saying, I like the van and this is my second one. But the new design has a whistling sound when doing 65-70 MPH. The problem is around the windshield on the unit, Between the window and the pillar that extends to the roof. The rubber insert is not long enough and it causes a whistle sound. You will need to tape the outside until you can run a thin bead of caulk under the rubber to prevent the wind from getting in. I do a lot of driving in a year (42,000 annually) and I currently have it taped and it has stopped the noise. Good luck.",,2008,dodge,grand caravan,2
15449,06/22/2006,rodnreel,"Fun to drive, good on gas, the doors slam like a big car. :-) What more could you want?",The driver's side glove box!,2007,toyota,yaris,5
3008,08/08/2009,charlie1,"I bought a kia rio sedan in 2008 have had a new transmission put in to date still having problems with transmission automatic shift from park reverse or drive to revervse is very slow I am left seating in the road waiting for it transmission to shift I feel this is a safety issue and kia should correct it after many many time taking it to shop they tell me I dont know have to drive and there is nothing wrong with my car, it is the worst car I have ever had will not buy another one nor would I recommend anyone else to buy one.",,2008,kia,rio,1
12354,07/09/2008,Christina,"I've had my Equinox for four months now and am very pleased with my purchase. I test drove practically every SUV in the class and the Equinox came out on top. I came close to buying a Rogue, but the interior was cramped and lacked features. I am partial to the exteriors of the RAV4 and the Ford Edge; however, they are also lacking in the features department (at least on the basic models). The Equinox comes with a lot of bells and whistles for the price. I love the OnStar feature and the information screens. With one push of a button, I can check my oil life, tire pressure and remaining gas mileage, etc. The fuel economy isn't bad for a vehicle its size. Overall a great purchase.","Interior cloth (color, design), plentiful cup holders, OnStar and information system.",2008,chevrolet,equinox,4
7214,07/08/2008,Martin,I leased this car for two years. It beat out two other models barely. I wanted a manual transmission but this one is real stiff and start offs are hard to mix gas with clutch. My Model A Ford is smoother. Once past 1st gear it's good. The car runs smooth and has plenty of power. The interior has good quality materials. I can manage for 2 years but will buy larger and domestic next time. Gas mileage is not too good right now but is over 30. I expect this will improve. This Sentra is a good solid car.,Roomy/ real nice upholstery - exterior looks. Beats 14 mpg I was getting.,2008,nissan,sentra,4
